Errors for Brill Tagger 'rules.yaml'

             left context |    word/test->gold     | right context
rials/NNS ended/VBD in/IN |   mistrials/NN->NNS    | earlier/RBR this/DT year/
d/VBD in/IN mistrials/NNS |    earlier/JJR->RBR    | this/DT year/NN ./.
                 */-NONE- |   SWITCHING/NN->VBG    | TO/TO THE/DT DEFENSE/NN :
   */-NONE- SWITCHING/VBG |       TO/NN->TO        | THE/DT DEFENSE/NN :/:
NONE- SWITCHING/VBG TO/TO |       THE/NN->DT       | DEFENSE/NN :/:
n/NN team/NN in/IN the/DT |  Iran\/Contra/NN->NNP  | affair/NN joined/VBD the/
fair/NN joined/VBD the/DT |    Chicago/NN->NNP     | firm/NN of/IN Mayer/NNP ,
Chicago/NNP firm/NN of/IN |     Mayer/NN->NNP      | ,/, Brown/NNP &/CC Platt/
rm/NN of/IN Mayer/NNP ,/, |     Brown/NN->NNP      | &/CC Platt/NNP ./.
       Michael/NNP R./NNP |    Bromwich/NN->NNP    | ,/, a/DT member/NN since/
/NNP 1987/CD of/IN the/DT |  three-lawyer/NN->JJ   | trial/NN team/NN in/IN th
e/DT prosecution/NN of/IN |     Oliver/NN->NNP     | North/NNP ,/, became/VBD 
ution/NN of/IN Oliver/NNP |     North/NN->NNP      | ,/, became/VBD a/DT partn
the/DT Washington/NNP ,/, |      D.C./NN->NNP      | ,/, office/NN of/IN the/D
/, office/NN of/IN the/DT |   520-lawyer/NN->JJ    | firm/NN ./.
           He/PRP will/MD |   specialize/NN->VB    | in/IN white-collar/JJ cri
ll/MD specialize/VB in/IN |  white-collar/NN->JJ   | criminal/NN defense/NN wo
                  Mr./NNP |    Bromwich/NN->NNP    | ,/, 35/CD ,/, also/RB has
35/CD ,/, also/RB has/VBZ |     served/NN->VBN     | as/IN deputy/NN chief/NN 
NR*-1/-NONE- of/IN the/DT |   narcotics/NN->NNS    | unit/NN for/IN the/DT U.S
or/IN the/DT Southern/NNP |    District/NN->NNP    | of/IN New/NNP York/NNP ,/
 based/VBN */-NONE- in/IN |   Manhattan/NN->NNP    | ./.
                          |     Cooper/NN->NNP     | Tire/NNP &/SYM Rubber/NNP
               Cooper/NNP |      Tire/NN->NNP      | &/SYM Rubber/NNP Co./NNP 
      Cooper/NNP Tire/NNP |       &/CC->SYM        | Rubber/NNP Co./NNP said/V
Cooper/NNP Tire/NNP &/SYM |     Rubber/NN->NNP     | Co./NNP said/VBD 0/-NONE-
y/VB buildings/NNS and/CC |    related/VBN->JJ     | property/NN in/IN Albany/
ated/JJ property/NN in/IN |     Albany/NN->NNP     | ,/, Ga./NNP ,/, from/IN B
y/NN in/IN Albany/NNP ,/, |      Ga./NN->NNP       | ,/, from/IN Bridgestone\/
P ,/, Ga./NNP ,/, from/IN | Bridgestone\/Firestone/NN->NNP | Inc/NNP ./.
ridgestone\/Firestone/NNP |      Inc/NN->NNP       | ./.
                          |     Terms/NN->NNS      | were/VBD n't/RB disclosed
Terms/NNS were/VBD n't/RB |   disclosed/VBD->VBN   | *-1/-NONE- ./.
ONE- the/DT buildings/NNS |    consist/NN->VBP     | of/IN 1.8/CD million/CD s
P of/IN 1.8/CD million/CD |     square/NN->JJ      | feet/NNS of/IN office/NN 
8/CD million/CD square/JJ |      feet/NN->NNS      | of/IN office/NN ,/, manuf
/NN space/NN on/IN 353/CD |     acres/NN->NNS      | of/IN land/NN ./.
cutive/NN took/VBD the/DT |     unusual/NN->JJ     | step/NN of/IN */-NONE- pu
f/IN */-NONE- publicly/RB |  apologizing/NN->VBG   | for/IN his/PRP$ company/N
pany/NN 's/POS making/VBG |      bids/NN->NNS      | of/IN just/RB one/CD yen/
/NNS of/IN just/RB one/CD |      yen/NNS->NN       | for/IN several/JJ local/J
JJ local/JJ government/NN |    projects/NN->NNS    | ,/, while/IN computer/NN 
 ,/, while/IN computer/NN |      rival/JJ->NN      | NEC/NNP Corp./NNP made/VB
ival/NN NEC/NNP Corp./NNP |     made/VBN->VBD      | a/DT written/VBN apology/
pology/NN for/IN */-NONE- |   indulging/NN->VBG    | in/IN the/DT same/JJ prac
